,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths Upstream Gelderland,Expected Number of Deaths Downstream Gelderland,Expected Number of Deaths Overijssel
419,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,1,2,4,3,0,0,2136476388.178585,145440695.47180876,84600000.0,126056.09069027743,0.011866462507772227,0.42562206628641597,0.0
420,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,5,1,1,2,0,0,1793284217.6576738,141472406.1634425,333100000.0,0.0,1.1558041305988365,0.2404072642427661,0.0
421,1,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,3,0,0,2759522632.151091,97093709.19264105,741100000.0,0.0,1.7018246089093112,0.3350744623402499,0.0
422,1,0,0,0,0,0,0,0,3,7,0,0,7,1,3,1,0,0,0,2,6,0,0,0,1610780936.894856,293530496.1775037,199900000.0,85075.96672532914,0.0,0.3299842180316809,0.0
423,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,4,6,1,0,0,0,1490963400.7821918,117852506.5562711,30700000.0,75813.44453956044,0.01784221794359411,0.27505115684075393,0.0
424,0,1,0,0,0,0,0,0,0,4,4,0,0,2,0,0,0,3,1,6,5,3,0,0,1664349132.734753,233287945.42801923,30700000.0,0.0,0.6517416132227435,1.3926610173098437,0.0
425,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,3,0,0,0,3845925746.864909,61118447.10662545,321100000.0,0.0,1.7018246089093112,2.094634273226492,0.0
426,0,0,0,0,1,0,0,0,0,3,7,0,0,3,0,0,5,0,0,6,1,0,0,0,1210815905.2547472,214617178.3081118,205800000.0,0.0,0.47256747464715765,1.1817974457612364,0.0
427,0,0,0,0,0,0,0,0,3,7,0,0,1,1,0,0,0,0,2,2,2,0,1,0,2059534210.3168316,194533940.04564995,0.0,105018.10814411417,0.0035403925292304917,0.4265571445143054,0.0
428,0,1,0,0,0,0,0,0,1,0,7,0,0,3,0,3,3,3,3,2,0,0,0,7,777196154.9530888,257303578.1635177,115300000.0,6284.809727048797,0.2044199408755358,0.0065779563570172225,0.01202136416610507
429,1,0,0,0,0,1,0,1,0,3,0,0,0,3,0,0,0,0,2,6,1,2,0,0,1960241647.8164513,146775943.6633296,845300000.0,0.0,0.03521259205818126,3.2500534280509026,0.0
430,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,7,4,1,6,4,2,0,0,665934534.8327414,165052799.13499913,448400000.0,18995.040707030897,0.03602433358927891,0.08979100658165395,0.0
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,6,0,1,3113755340.2791743,112285841.02608764,84600000.0,0.0,1.7034995072961316,0.9485661938803633,0.0
432,0,1,0,0,0,0,0,0,3,0,7,7,0,1,0,1,7,4,4,3,2,0,0,0,926425065.3928579,311468120.4403596,30700000.0,18244.175301583608,0.07837564471937179,0.00964479769956076,0.0074906448509707586
433,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,3,1,0,0,0,2735208220.446403,100291060.72147782,84600000.0,0.0,1.414531658873429,1.1966624729977322,0.0
434,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,3,7,0,7,6,4,1,0,0,831448030.9091291,243234870.60677463,0.0,0.0,0.6547690669591005,0.0279632387978798,0.0
435,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,1,2,0,0,0,2912854725.813709,96084868.94313565,30700000.0,0.0,1.924204776381138,0.18430922486453788,0.0
436,0,1,0,0,0,0,1,0,0,4,3,0,7,0,0,4,0,0,2,5,0,0,0,0,129384038.5469352,215112162.98923808,704500000.0,0.0,0.0,0.05285985160765048,0.09725208994716832
437,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,1,2,7,4,0,0,3072822413.3345594,197631345.0257408,0.0,0.0,1.0622013200641633,2.709261456730685,0.0
438,0,0,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0,4,9,1,0,0,0,1968441149.7049088,152687291.50353155,248500000.0,84253.15018444096,0.00646988136173519,0.49085324849726325,0.0
439,0,1,1,0,0,0,0,0,3,7,0,0,0,1,0,0,0,0,1,2,2,0,1,0,1102691802.0422308,153434449.96069992,182600000.0,59044.87261740171,0.002736195544157602,0.21845068638744372,0.0
440,1,1,0,0,0,0,0,0,3,7,0,0,0,2,0,1,0,4,1,2,4,0,0,0,420297641.2168491,183189159.11923456,146000000.0,23283.12038298278,0.0028917693245901314,0.07644471024898133,0.004014725668174131
441,0,1,0,0,0,0,0,0,1,0,5,0,0,1,0,0,1,1,1,2,5,0,1,0,2084217102.2677288,184693160.28027496,61400000.0,12992.177551797455,0.5169725847591005,0.03542004963903879,0.0
442,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,1,7,4,2,2,2,0,0,0,1880688620.7647235,199889918.36991754,217800000.0,31017.499043089123,0.1421881308986314,0.03780945969474748,0.0
443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,1972346848.9860535,66035817.900951706,417700000.0,0.0,0.25400704054897344,2.713370845676706,0.0
444,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,3,2,4,0,0,0,2425748032.6731944,124822818.0791428,199900000.0,0.0,0.5776148907321345,2.793270987228266,0.0
445,0,1,0,0,0,0,0,0,3,7,7,0,1,1,0,0,0,0,4,2,2,0,1,0,1945167495.1214404,284231951.904325,30700000.0,103124.69634498257,0.0020278549298681286,0.39395046361793407,0.0
446,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,7,6,4,0,0,0,2176604552.45975,171874674.52681467,30700000.0,0.0,0.6545191321001201,2.1946981038684257,0.0
447,1,1,0,0,0,1,0,1,0,4,0,0,0,1,0,4,1,0,2,2,0,2,0,0,14839987.728319494,178467833.6538274,991300000.0,0.0,0.014760227066604799,0.0,0.0
448,0,1,0,0,0,0,0,0,0,7,0,0,7,2,0,0,5,5,0,1,6,3,0,0,324432308.0085963,308180625.8488325,146000000.0,0.0,0.0,0.6317556032366891,0.0
449,0,0,0,0,0,0,0,0,3,4,4,1,0,2,1,7,0,7,2,2,2,1,1,2,824504219.3878042,410581691.94527936,0.0,11841.411903763881,0.07823898576980683,0.0022246478723733734,0.0
450,0,0,0,0,0,0,0,0,0,8,0,0,6,2,0,1,0,0,3,2,5,0,0,0,2030703894.1804914,244682504.75687337,84600000.0,0.0,0.0,3.5557765285398206,0.0
451,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,2,0,0,3636198713.411249,88025274.20712626,199900000.0,0.0,1.7018246089093112,1.813971901385896,0.0
452,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,2,6,1,3,0,7,0,1417300879.7676423,139666828.8978663,623500000.0,77614.13726204836,0.005122693825053813,0.28682365296205703,0.0
453,0,1,0,0,0,0,0,0,0,2,6,0,3,3,0,7,3,2,3,1,6,0,0,1,856072368.6033413,353687394.7858014,61400000.0,0.0,0.6414015921270461,0.0,0.04779037545325963
454,0,0,0,0,0,0,0,0,0,7,3,0,3,1,0,1,0,3,7,7,5,3,1,0,1397391880.6345558,365178786.85354424,0.0,0.0,0.006683737416027279,2.5211355447233963,0.0
455,0,1,0,0,0,0,0,0,1,3,9,0,0,0,0,0,2,1,0,1,1,0,0,0,950256958.4349849,193334297.12832662,146000000.0,13845.414498463888,0.17982955292191605,0.20568333948237233,0.0033740601394205913
456,0,1,0,0,0,0,0,0,0,7,7,0,3,0,0,0,0,5,6,2,6,2,1,0,1257953975.3841617,323366986.5557863,115300000.0,0.0,0.0,2.222491477734329,0.0
457,0,1,0,0,0,0,0,0,0,6,5,3,0,2,0,0,3,3,4,2,5,0,0,0,438476227.5915642,313351318.19432455,61400000.0,0.0,0.046419872794678255,0.6542253162856738,0.04499411508144788
458,0,1,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,5,1,2,2,0,0,1,1592029317.474556,191830424.70264494,248500000.0,0.0,0.5685013334693007,1.4269478601375398,0.0011994083246240068
459,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,1,3,6,1,1,6,3,7,0,1712432759.2873154,234638581.8258072,402100000.0,0.0,1.165249974441687,0.03817718756448322,0.0
460,0,1,0,0,0,0,0,0,0,7,0,0,0,0,7,1,3,0,0,2,6,0,0,0,536270021.9005565,207572055.62094367,115300000.0,0.0,0.028755028274378626,0.9786304521491256,0.011556471687931419
461,0,1,0,0,0,0,0,0,1,7,3,0,0,3,0,0,1,6,2,2,5,0,1,0,530509150.99855095,275130348.2252021,146000000.0,14848.535806100435,0.0050428769285523,0.3313363530933354,0.0048673922980225545
462,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,6,6,0,0,0,2310257001.1307187,79552959.52641925,363800000.0,0.0,1.155434607929848,1.0491848537045876,0.0
463,0,0,0,0,0,0,0,0,0,7,0,0,6,1,0,0,0,3,3,2,0,0,1,0,1594446304.817233,246769945.19120374,84600000.0,0.0,0.0,2.859770846949055,0.0
464,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,4,3,2,4,1,0,0,2042166855.1866148,205897100.67067128,0.0,0.0,1.307674988861337,0.40327572429461256,0.0
465,0,0,0,0,0,0,0,0,0,8,0,0,1,3,0,1,5,3,1,2,0,0,0,0,681501919.7409,257609780.5259826,84600000.0,0.0,0.014747036806177786,1.2389048533954667,0.05394129947718711
466,0,0,0,0,0,0,0,0,0,7,2,0,0,2,0,4,3,2,1,2,6,0,0,0,181575373.23472404,268044203.33113584,0.0,0.0,0.03546176056192259,0.1662152467432604,0.06242204042475632
467,0,0,1,0,0,0,0,0,1,0,0,0,7,0,0,1,0,4,1,1,3,1,3,0,716647295.5795205,199244807.67311245,841300000.0,19002.76728696314,0.0,0.45675990911853226,0.0
468,0,0,0,0,0,0,0,0,2,0,4,0,7,2,0,6,0,3,1,2,4,0,1,0,823313214.3746992,286001350.3950312,84600000.0,9093.741652864994,0.09391464624950131,0.0,0.0
469,0,0,0,0,0,0,0,0,0,7,3,0,0,1,0,4,0,5,1,2,6,2,0,0,208651844.670099,274637129.0234163,0.0,0.0,0.05436587821960044,0.29785704335692553,0.0
470,0,1,1,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,2,2,0,0,0,3893004184.57789,95710436.23886871,236500000.0,121019.45859231461,0.16974379906481146,0.3555088430227707,0.0
471,1,1,0,0,0,1,0,1,3,3,7,0,3,0,0,7,0,5,5,6,1,5,0,0,0.0,307937522.2505052,1045200000.0,0.0,0.0,0.0,0.0
472,0,0,0,0,0,0,0,0,0,7,0,0,2,2,0,6,3,3,3,0,5,0,0,0,121470942.62318328,271192280.2185083,84600000.0,0.0,0.0052949779773388585,0.053786148216791105,0.08722141861256283
473,0,0,0,0,0,0,0,0,3,10,1,4,7,4,4,6,3,3,3,1,1,5,1,1,24317802.31832026,641485146.7615174,0.0,1297.618685790537,0.0,0.00649407858278871,0.0
474,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,1,2,2,2,1,0,1859871717.6781063,196835927.65246114,146000000.0,0.0,1.0533517135247208,0.5836743107824702,0.0
475,0,1,0,0,0,1,0,0,3,0,0,0,7,0,0,0,5,0,2,6,1,2,0,0,665740188.8543125,158755585.84741083,704500000.0,23595.685240640436,0.028819466871423123,0.071760488644206,0.0
476,0,0,0,0,0,0,0,0,1,0,0,4,0,3,0,1,3,0,0,5,3,0,0,0,2934352496.157673,162083452.2122361,0.0,19198.80868872828,0.6927137194972097,0.08278535798584621,0.0
477,0,1,0,0,0,0,0,0,0,2,4,0,0,2,0,0,3,2,0,2,0,0,0,0,451838066.6772509,187296394.93156114,230600000.0,0.0,0.04442499049715883,0.6718634133047644,0.04499411508144788
478,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,3,3,1,1,0,0,0,1188670557.453341,174382924.6555354,248500000.0,0.0,0.024717535232886636,2.058885503969295,0.010461713081466057
479,0,1,0,0,0,0,0,0,1,4,0,0,0,3,0,0,1,0,2,1,5,0,0,0,1839760140.1513982,142324845.2464784,115300000.0,45120.09522268792,0.0363888139539312,1.0497259368419094,0.0
480,0,1,0,0,0,0,0,0,1,7,0,0,0,7,0,4,2,1,6,1,0,0,0,0,104361662.9326733,238366868.1881994,115300000.0,3001.133945447067,0.005175905089388151,0.011517378929369017,0.024358507031255982
481,0,0,0,0,0,0,0,0,3,4,0,3,0,3,0,7,3,0,3,2,5,1,0,0,1831466848.0938084,263595749.08544004,0.0,22750.88735949566,0.15473843060041428,0.0,0.0013940899558289486
482,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,2,2,2,1,1,1,0,2774682939.8181653,176038274.76802054,115300000.0,49395.917190193264,0.19286122693862767,0.07689665251383626,0.0
483,0,1,0,0,0,0,0,0,3,4,4,0,0,5,0,0,0,3,1,5,4,3,0,0,1653670587.0233536,246166999.19561863,30700000.0,53830.60288098203,0.07696819105524551,0.16719880367072876,0.0
484,0,1,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,2,2,1,0,0,2887520931.5717745,89341830.70726019,182600000.0,42205.68703544943,0.23090457316573654,0.01374630806391353,0.0
485,0,1,0,0,0,0,0,0,0,0,0,7,7,1,0,0,0,0,2,5,7,0,0,0,2713973449.3904896,227054251.45101085,30700000.0,0.0,1.2842023210919324,1.4632224799315479,0.0
486,0,0,0,0,0,0,0,0,1,7,0,0,7,1,0,1,0,0,5,4,6,0,7,0,2036235360.7471771,293901860.0455494,0.0,50236.82838942759,0.0015110677848676022,1.280042850980484,0.0
487,0,0,0,0,0,0,0,0,2,7,0,0,4,6,0,0,1,0,2,3,0,0,0,5,2036235360.7471771,270392328.1744377,0.0,83400.9846308856,0.0006296115770281677,0.5333511879085351,0.0
488,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,3,5,0,0,1,7,2030703894.1804914,205329991.69079506,169200000.0,0.0,0.0,3.5557765285398206,0.0
489,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,3,0,3394725007.4191637,94430994.05175579,199900000.0,0.0,1.7018246089093112,1.4365839641432063,0.0
490,0,0,0,0,0,0,0,0,1,0,5,7,0,3,0,1,3,0,0,5,4,3,0,0,1624509618.539797,280632613.7821109,0.0,13773.250236451455,0.3758447710342605,0.13700778723671192,0.0
491,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,1,0,1,2,2,0,1,0,2937158263.3220744,194662988.8514768,0.0,0.0,1.3191577184810181,1.8157996991416954,0.0
492,0,1,0,0,0,0,0,0,3,7,3,0,7,2,0,1,4,3,5,6,4,0,7,0,479052186.5444928,409543627.9744846,30700000.0,29175.28782199047,0.0001678964205408447,0.11395136103413052,0.0
493,1,1,0,0,0,0,0,0,3,7,5,3,5,5,0,7,7,3,6,5,3,0,0,0,107848144.8323488,484015678.31759506,61400000.0,6959.051199758347,0.0001678964205408447,0.0,0.012298610049237903
494,0,1,0,0,0,0,0,0,0,7,0,0,6,0,7,0,0,1,0,5,1,0,1,0,1821092554.1307747,287757570.0587811,30700000.0,0.0,0.0041974105135211175,3.1061498712793023,0.0
495,0,0,0,0,0,0,0,0,0,7,4,4,7,0,0,7,3,3,2,2,7,1,0,0,42840597.678257674,426454731.1436138,30700000.0,0.0,0.0013991368378403724,0.0008736232344257176,0.0386584846209221
496,0,0,0,0,0,0,0,0,1,0,1,0,7,2,0,0,0,3,0,1,5,3,0,0,1307379279.32661,232499934.0615053,720100000.0,34555.38793695097,0.0,0.8295411175511561,0.0
497,0,1,0,0,0,0,0,0,3,7,1,0,5,1,1,0,0,4,2,6,3,1,3,0,1270568701.3040974,375625552.7987747,30700000.0,69486.12935886938,0.0001678964205408447,0.26899100336594806,0.0
498,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,1,6,0,0,0,1999774601.9826107,78534474.41363133,333100000.0,0.0,0.06376317397788756,3.272354989981755,0.0
499,1,1,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,2,1,2,3,0,1,0,1566700833.3079162,197771769.7437571,176700000.0,0.0,1.0442637977453884,0.12150075946644426,0.0
500,0,1,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,0,3,2,5,1,0,0,1125937389.2133136,164197306.11165142,146000000.0,60379.011517391074,0.0050428769285523,0.21972238390139728,0.0
501,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2,5,1,1,1,0,0,2637104151.1999907,100032564.74131079,146000000.0,35564.66855867884,0.20441994087553578,0.01776800220863696,0.0
502,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,1,0,0,1,2,0,0,0,1777346382.969317,124665033.78938942,115300000.0,75399.87692766744,0.010735589170600069,0.4373858070174623,0.0
503,0,1,0,0,0,1,0,0,0,3,0,0,3,0,0,7,0,7,1,4,0,7,0,0,1302543.4196926996,228192381.1129468,789100000.0,0.0,0.0,0.0009003262218188391,0.0
504,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,1,2,7,0,0,0,888355471.7846541,132329511.36507413,302400000.0,0.0,0.07732601269444256,1.4588335076145031,0.0
505,0,1,0,0,0,0,0,0,1,7,4,1,0,2,0,0,0,3,2,2,5,0,1,0,749671484.4774188,295877496.47823036,61400000.0,20035.83924371823,0.009175261371698225,0.4576896950671124,0.0
506,0,0,0,0,0,0,0,0,3,7,7,0,7,6,0,1,0,2,2,3,0,0,0,0,1596022008.5233927,370816733.5627544,0.0,82148.77974473395,0.0001678964205408447,0.3431684239345698,0.0
507,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,7,0,3,0,6,5,0,0,0,123023867.30415437,236899637.51094157,84600000.0,0.0,0.025336992760855503,0.037454267285374196,0.07179442970092463
508,0,0,0,0,0,0,0,0,1,7,0,7,7,1,0,0,0,0,5,4,7,0,4,0,2034257479.316914,351259746.07037127,0.0,50220.20768110902,0.0010073785232450681,1.2800550840784344,0.0
509,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,0,1,0,0,3,0,0,36190051.10682832,124540173.44403578,1006900000.0,0.0,0.024098077704917766,0.02123084373429795,0.0
510,1,1,0,0,0,0,0,0,1,0,3,0,0,1,0,1,1,2,1,2,3,0,7,0,2250798755.5708737,212984410.74520057,176700000.0,13236.637926975105,0.5439075390051586,0.0,0.0
511,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,3,2,1,1,0,0,0,2788099747.639549,66407578.22622172,504600000.0,43953.12192703002,0.2046604800489482,0.04954062635585352,0.0
512,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,5,3,0,2,4,0,0,0,3022700305.966275,160234239.34221295,0.0,0.0,1.924204776381138,0.40327572429461256,0.0
513,0,1,0,0,0,0,0,0,0,0,7,0,2,2,0,0,3,5,0,2,5,0,0,0,924700014.0545857,231973005.39342663,61400000.0,0.0,0.6441998658027267,0.1243735815561696,0.04548680233947424
514,0,0,0,0,0,0,0,0,0,9,5,0,1,3,0,1,7,4,4,2,0,1,0,0,621722711.8368378,379372783.023035,0.0,0.0,0.014747036806177786,1.18667466709664,0.026982189425676886
515,1,1,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,5,1,2,0,0,0,0,521891386.52512705,132836026.33200404,735200000.0,0.0,0.16010814928568404,0.43799075852748875,0.034269841292085865
516,0,0,0,0,0,0,0,0,0,8,0,0,1,3,0,1,2,4,3,5,0,0,0,0,927230891.5134102,257146017.9889185,0.0,0.0,0.014747036806177786,1.6929105987042952,0.0322007423690883
517,0,1,0,0,0,0,0,0,3,7,0,0,1,0,0,0,0,0,4,5,3,0,0,0,1943587779.1365747,140178663.63198432,115300000.0,103090.55372232696,0.001861203797225518,0.39395046361793407,0.0
518,1,1,0,0,0,0,0,0,3,7,5,3,6,5,0,7,0,0,1,5,3,2,1,0,5229773.896104155,455128321.99722373,92100000.0,328.31820311205615,0.0001678964205408447,0.0002927406532731365,0.0
519,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,7,3,0,0,3,5,0,0,0,109258295.06201717,161045386.69698194,533000000.0,0.0,0.024098077704917766,0.0022299571425904467,0.07628448374573715
520,1,0,0,0,0,0,0,0,3,7,2,1,0,3,0,1,0,0,3,2,4,0,0,0,1621062941.1219816,255686293.26339668,115300000.0,85795.00131269061,0.0017253016964627172,0.32944639382901264,0.0
521,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,7,0,2,0,0,0,2136476388.178585,114000241.5903885,84600000.0,0.0,0.09888718756476857,3.546850552386799,0.0
522,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,1,2,0,0,0,0,612415368.7894676,83919190.1441767,673800000.0,0.0,0.04313254241156794,0.9927733802025439,0.0
523,0,0,0,0,0,0,0,0,4,9,6,7,0,5,3,7,7,3,3,3,6,1,1,2,35246296.27259379,626094393.4354182,0.0,2624.9818385255257,0.002817965420226774,0.0,0.0016224640993408514
524,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,5,1,0,0,1968441149.7049088,85837695.70846027,635500000.0,0.0,0.04313254241156794,3.272354989981755,0.0
525,0,1,0,0,0,0,1,0,0,4,3,0,6,0,0,3,0,0,3,5,0,0,1,7,92886147.82341298,277903174.2298703,486700000.0,0.0,0.0,0.1491527803824084,0.012879143512063786
526,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,2,4,0,0,0,2018105679.8917408,90660010.43436773,284500000.0,0.0,0.07957544554564674,3.2680274463095493,0.0
527,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,1,1,2,1,3,0,2636370355.3256273,147806046.27662653,321100000.0,17250.553525043426,0.612656859207352,0.054674515061141696,0.0
528,0,0,0,1,0,0,0,0,3,7,0,0,3,2,0,1,0,3,5,3,4,4,0,0,1322621850.2165115,275796293.97785676,592800000.0,70751.29806713096,6.341530136088173e-05,0.2842884124810629,0.0
529,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,1,0,2,1,3,3,0,7,0,1983412221.4274204,229807631.9363534,0.0,0.0,0.688367682464159,1.8985208414046384,0.0
530,0,0,0,0,0,0,0,0,0,8,2,0,7,3,0,1,7,6,7,2,1,1,0,0,609254288.0482281,412787790.06864375,0.0,0.0,0.0,1.1871459780710194,0.026982189425676886
531,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5,0,7,5,3,0,0,0,469474611.3762013,123693512.5729049,538900000.0,0.0,0.12683219106126264,0.6121056220564525,0.0
532,1,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,2,0,7,2,1,0,0,0,872024330.7294438,134795055.02961144,261300000.0,8267.832546132893,0.2127127591410192,0.05506526985160021,0.00753243341865556
533,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,1,1,2,0,0,1792470518.7623336,140368108.34113157,115300000.0,0.0,1.1784819043937094,0.16590333214831096,0.0
534,0,1,0,0,0,0,0,0,3,7,7,0,3,0,0,0,0,0,2,1,1,1,3,1,1930231339.368499,308336656.96548915,30700000.0,102271.5452878408,0.0001678964205408447,0.39406560830893855,0.0
535,1,0,0,0,0,0,0,0,0,7,3,0,7,2,0,0,4,1,1,2,6,0,0,0,646168726.1678007,326579741.4969878,115300000.0,0.0,0.0,1.1802031032094087,0.042935895826089095
536,1,0,0,0,0,0,0,0,2,7,0,6,1,2,0,1,3,0,3,1,4,0,0,0,548429435.5042238,299341508.2512845,115300000.0,26370.25183875521,0.0007755015821772993,0.15311719841697535,0.003466941506379426
537,0,0,0,0,0,0,0,0,0,7,3,0,1,0,1,7,0,0,0,4,0,0,0,0,99453804.78892931,243358468.89563555,30700000.0,0.0,0.016898791082234403,0.002317598339875062,0.07288375350622238
538,1,1,0,0,0,0,0,0,3,7,5,3,6,5,0,0,0,0,1,5,3,2,1,0,459705021.56917745,420906760.2589012,92100000.0,24459.207590986858,0.0001678964205408447,0.09318335436989218,0.0
539,0,0,0,0,0,0,0,0,3,0,3,0,6,1,0,7,0,3,2,5,0,0,0,0,2819191871.979723,239130329.24443454,0.0,32479.70289529473,0.23090457316573654,0.0,0.0
540,1,0,0,0,1,0,0,0,4,5,2,0,0,0,0,0,0,0,0,2,5,3,0,0,1948926557.6239314,147564811.20244533,321100000.0,121824.65479830645,0.005122693825053813,0.3865387834525553,0.0
541,0,0,0,0,0,0,0,0,3,7,0,0,0,1,0,0,0,0,1,2,1,0,1,0,2087147043.3386133,152315918.346837,0.0,106619.7558123079,0.006857207651637273,0.4262230297448066,0.0
542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,4,1,0,0,0,3056280413.119154,79368398.89509563,0.0,0.0,1.924204776381138,0.4592022018903722,0.0
543,0,0,0,0,0,0,0,0,0,7,3,0,6,0,1,7,3,1,0,6,0,0,0,0,90738213.41717446,340305231.16522056,30700000.0,0.0,0.0013991368378403724,0.002439505443942804,0.07900139566563778
544,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,2,6,1,0,0,0,98135733.19347408,156685404.2460777,533000000.0,0.0,0.04202397440460251,0.0,0.052777236669280074
545,0,0,0,0,0,0,1,0,3,7,0,0,7,0,0,1,0,3,2,3,0,0,0,0,1367142559.159366,203151719.64297026,558500000.0,71959.08245622583,0.0,0.2965523591310858,0.0
546,0,0,0,0,0,0,0,1,3,7,0,0,3,0,1,1,0,0,6,3,1,7,0,0,1112123267.4379888,254256424.21289447,673800000.0,58287.993561261486,0.0,0.22915744240831454,0.0
547,0,0,0,0,0,0,0,0,3,7,3,1,0,3,0,2,0,0,2,2,4,0,0,0,1743957999.0814807,263670028.57426217,0.0,88210.7808074691,0.00425541126743071,0.36216705920426284,0.0
548,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,6,0,3,2,0,0,0,0,5,59223947.22146508,185547051.68381578,807000000.0,0.0,0.024717535232886636,0.001788580756817007,0.03121102021237816
549,0,0,0,0,0,0,0,0,3,0,6,0,0,6,0,1,0,2,1,3,0,0,0,0,2036864185.0797374,185050083.60522598,0.0,67039.00490794555,0.0855790038382881,0.2278898758842361,0.0
550,0,1,0,0,0,0,0,0,3,7,2,0,0,3,0,0,7,3,3,2,5,0,0,0,396921097.50232834,257608298.99088922,146000000.0,24755.657515671384,0.0016809589761841001,0.0732407946337991,0.008224761910100608
551,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,3,2,1,1,3,0,0,0,2561616751.4994307,150449768.05800918,84600000.0,14926.066986140508,0.6132598226266074,0.0,0.0
552,0,1,0,0,1,0,0,0,3,0,7,0,0,2,0,1,0,6,1,4,4,3,0,1,215311132.74284258,249588590.18963197,654200000.0,11829.344647721779,0.0011583198332250208,0.04410357619993141,0.0
553,0,1,0,0,0,0,0,0,3,7,0,0,6,0,7,0,0,1,3,5,1,1,1,0,896492942.994158,324070625.5149262,61400000.0,48325.85977154062,0.0005036892616225341,0.18382873799871008,0.0
